,truck_id,duration,fill_volume,n_units,orders,frow_warehouse,route_date,stops,total_distance
0,,,42.64979999999999,97.0,AE7XLrDivrEznaLTYEz59w > B3FKN35A89bpwF9d8tkZg3 > YEAShyAwNRu3MCxRMrJZRf > 3mMQdURDd2RJerj9Tw5Mv4 > UHDeY64pJpxEfgoegasSBK > 48oEYBvN7YCwBLhYKbZ4kr,Avignon,2021-03-30,Avignon > Nîmes > Béziers > Montpellier,289.11
1,,,78.92439999999999,233.0,ngMKsLTpEcvBowrpSnZPGK > VVAkB9hQTsTfEXWdQtFrqG > UAqoLuPAoyEBe3P9GrwCsF > W45F2rkdyvW33KafxhDHXb > iycbGjeEVnXHRUcFMPXycm > ByQJqUF4zAnJiATL7iVhhT > abS4gvoJuQVWD4WC7XG6nK > Gp4QNX3BBpMk78dWQaS338 > BjShicNYd4f3krCvSyzeXg,Avignon,2021-03-30,Avignon > Nice > Antibes > Cannes > Marseille,447.764
2,,,55.810599999999994,125.0,SLGuQAv4jp2vbvDQRGT2Ev > N6E84aVpBVyEN5excok2jv > o8GGXjjMMNQVCSdGAUkWqa > Kh7d4S9ZnkjD34JWFxeKcB > HecoduKLrqnGam9hhaEHkZ > ajaZLGqRBbkTh9PiYK6pB9,Avignon,2021-03-30,Avignon > Grenoble > Annecy > Vénissieux,536.747
3,,,54.3074,152.0,5mXahfjraEs22g5EfwCTTZ > PtAUg6f2jBFugcApTfE6yN > DuJ3GBk337Bb9wYT8mpavX > 76dQHQmMaxcPr8utce7ktR > Awe4hSMUtKkHn5qzpHEmFu > S9naFrmagM9EiDr8d7xNaK > 8znYJrpiXnBPks9xUY7Wua > Rhy6YFaiMHjMLubKeNYkaR,Avignon,2021-03-30,Avignon > La Seyne-sur-Mer > Hyères > Aix-en-Provence,289.754
4,,,70.4464,54.0,FxvzcYWx7RcP77XfZEeC8m > GPXvxMLepfS3rbNfiZRYVp,Avignon,2021-03-30,Avignon > Chambéry > Montélimar,412.713
0,,,78.99560000000001,161.0,SsEiL6u3CYYhQ2eZDJgNYN > LptZcRQ4tPCWDugtgR8ApA > DdHvd3SLuAE5ucvmmjEAuh > WWyrohejbdgxH3QgATqaY9 > biWzxQf2D2cuLa3PoFyVsG > JQyuHCMrcMjq2SHasn5VhT > n8RuS2VJbgGBWXy8cTUWbf,Cergy,2021-03-30,Cergy > Orléans > Courcouronnes > Vitry-sur-Seine > Levallois-Perret,270.835
1,,,78.7297,111.0,eEKbfHpdNSYk9SxjK4Tp6t > G6DbNe4Ma3Mrq6M5NAUWAx > ZjtHQMgXZBVKEeev3x4mZ5 > UsEf4HJWt8AzVkrDhYNDB7 > CsP2Bo2MnEwwhGzoTuqWtx > d35NMqUDrk793RCnofoyMs,Cergy,2021-03-30,Cergy > Pantin > Champigny-sur-Marne > Noisy-le-Grand > Meaux > Aulnay-sous-Bois,135.371
2,,,60.3496,43.0,jqBHHfAj4Gs6GsSRC3YJNR > WvdtCw6rp4WecBfAoNai5U,Cergy,2021-03-30,Cergy > Antony > Rueil-Malmaison,71.561
3,,,72.062,56.0,7AU3kvMSRhSxYQqzXmaZdE > dHj5SgNvn75TPTcMdcjZLd > UniqdT3sgcMMkTMWfqNS5h,Cergy,2021-03-30,Cergy > Tours,447.732
4,,,76.5863,234.0,MQcFbbQi6BcmkyaPXtc69n > 7uTuQEDU8W9zJsBXBgkiKw > dcQ2dThaoPNSUUMzK3FhXq > nrXDwWQG4hTiNBLu53ffAi > i2q75q6zRHhfUQ4giorLyT > fzxNpBnJiGMdJoArHRGRfn > 2zmodXPdHyMdketCqHs5UF > Tb2PD85VkDSNLXE64z7ZJ2 > n9cY3xJjcKKFnWrPHXkqua > naYxGk2x6GdR3qvtwT8PuQ,Cergy,2021-03-30,Cergy > Lorient > Quimper > Cherbourg,1017.944
5,,,74.4044,79.0,hfVaYgH5NNzktUyAMnRD89 > PZcR3WFmnwWwkURidvjUhr > djBCnH4RyeZybfjo6yidML,Cergy,2021-03-30,Cergy > Saint-Maur-des-Fossés > Clichy,82.715
6,,,79.85040000000001,156.0,8BpC9m87btKfa2Qet5gi9Q > kKCUNyYoLaVQJmiJe84Nv3 > Vwx7gFjJHTaEbXh9unvE6w > PybhjQNy9VLVsKv9wVNUtS > XLcXnYLiwzSNmZ9Vedhwnk > UpiiXKhSRVLXqEq5S88A3A,Cergy,2021-03-30,Cergy > Le Havre > Boulogne-sur-Mer > Calais,569.0
7,,,76.608,147.0,M2KQisPhcgAbnZWf4ArCHQ > DzLCLW6qs64fAueiawZiRh > EpMWCdYU3zL6G7rnaBL9Cs > XHBQWkYPdmGNDPsQLnqFnv > HX4a2Y3CRuRgu8njzSNZkr > ZHVr6RNLnEuayGUay9vVDH > JeU57MURqFfvoTMrZGwG8q,Cergy,2021-03-30,Cergy > Maisons-Alfort > Créteil,79.882
8,,,66.2322,57.0,jH54BChWyC88aiSXZwmxve > MMMmHFJGYCywVnfSaEv66r > U6E8mupQjm2ANzMoH96svZ > Sc9fq9oqrBUvgbA8Dv6bu2 > QHixNeiAMExKNEW4V4AkaR,Cergy,2021-03-30,Cergy > Boulogne-Billancourt > Courbevoic,53.564
9,,,76.4804,264.0,kqPNqy5xGXwFaUaSKzEMpS > EPvfgyQfSdqepVEerp9t2u > dv8BJSSCS37SGEE2PyFQM8 > 48S4tyhiQ2p2CsDUfpeWeR > XYmsYUVAfwnP9aW7tdLftS > QSVXSGfFYJ6UoSUK28GxPE > bJmEXaPKDXEMuzvkAdhNWi > WPHR6QZXQ288P3hmbHgjoq > 8mS87M5deVTfV8oN5HDHTE > 7VgE5hm53fFSvsGnyyK5LK > 8PaEVsZA5qtPj3Fm2i7tBh > Kp8wXbgdEk9gMYihY4wiRt,Cergy,2021-03-30,Cergy > Rouen > Caen > Rennes > Saint-Nazaire > Angers,833.739
10,,,74.9556,151.0,i5uctaKNoC62p7YVjPr3en > cAgT9mqDdMZWQu5vy4hwgc > SD7iR3QVRkT8qJc83pVdis > SNr4Y4QoBjo2ynL4DUF5Ck > EYJ2eXmmjbQiaTgJLeEPxL,Cergy,2021-03-30,Cergy > Nanterre > Issy-les-Moulineaux,56.042
11,,,74.3028,194.0,TRVnWtPxhf3LXcV3DLsgDS > DEbZtkJo2xwX3itGorn3RL > jNV6kLEnDZnE3sXsu7HE6L > Qx6gdgZwoookXSu8ayy2tM > gYvcWAsGEyZCqDiZEFXrwi > WEpqkPMheHsKn8qxbC8Phg > SGYeQDDsguVCXYdAVvqFf5 > cHFUVwfnyNsPjGH8HCyPco > YnC4fofUCRy5Y8zfRD4WZv > VTGh27G2qyhTDDnSWvcqyj,Cergy,2021-03-30,Cergy > Sarcelles > Le Blanc-Mesnil > Drancy,64.116
12,,,71.6556,81.0,aW4inUA6aSTvwtqsdefdZS > H9BpgW6F2MCDvGcqNKWgHo > 84MXA4wE53Vn6GbKkedQqt > PdUwuRWQH8DSPZb8nkq8zK,Cergy,2021-03-30,Cergy > Neuilly-sur-Seine > Carrières-sur-Seine,46.777
13,,,78.5438,107.0,J7S2T5hTRMpMsQ8NYYoFBy > gLGpFkiUn6m4zom9c7heKN > Xex5Wx3uMPGua7qVw4Qyg8 > ACLELSK24QjCcRgFM6GXsP,Cergy,2021-03-30,Cergy > Argenteuil > Paris > Épinay-sur-Seine,60.947
14,,,75.1367,238.0,UQf7r8HNwZwBXqgF7fz3QG > 8ptPrSpnFmXW37LCAa2ked > Sp9b774pfvHFFAubeSTB6a > 32mVitxBYzFnDebMzaSmVt > Z8p8QcAc2arBCuqcDy2Bta > gP2gr9UvREcePa3oALrEid > ezxXZMdYvXH7KwnNebvreT > BnPWozrTHVo9JGuwiV6ZRE,Cergy,2021-03-30,Cergy > Cergy,0.0
0,,,58.309599999999996,297.0,Lbge2VReYdJSCtMSscBcnd > DD7vi6npVEGYi9Wf7bCYdQ > 9QqisouQEh4S6pLTPQLf8K > 2GaTrVqKseMCmtRp7vfCka > DjbiB9ckX76neVEEK9keAm > Uf2QTdnxMNgDD2omRJoo2o > fqRrCKB7RVu8bQSWVQEZXH > g5n9Xwscpaig8TuwcFqm6M > eDCDsEdWH9WfcRhhydFeQw > hdBaJxrvmpXA7QPhYB7DEV,Montauban,2021-03-30,Montauban > Mérignac > Pessac > Pau > Perpignan > Toulouse,830.947
1,,,71.221,136.0,UN2rLDbqubqwQsnEzBNxSi > Nc3kUYfWdu4R3HStqKyAhf > ffhhv2in9VVhy3ENxJNaxV > QWQC6LF5eaHJ3JWxonkGsG > BigXmgoYN8TBMH8NbcRhUp > KLZvHu7iptnqiQqHzxdJBH > dbaVtpbGMD8Nd6hNcNS8tt,Montauban,2021-03-30,Montauban > Limoges > Poitiers > La Rochelle,743.79
0,,,47.8903,340.0,KuhQfqsMxqG2y5GUmC3ExG > UpnuAFAbmE8iVYGexbRZNp > hGtviG4XUxEHJGTybgwSsk > Ly6hXov3N6vxnbHkDvnvTu > HcHhxRMq6Wf53fRcj4SgkR > DHrcKD9SVkhNqivVDYK9RU > fxMmdVyWiWQnqiVWXjqXdv > PPq3BjgwDuEQtvuS9QJMAu > UGkQw7d5RidDaJHp2QqwPD > EvskFZzTay34rRCj3TcQ8H > nzPnmgDP2vV8ZCw7SmEWzr,Reims,2021-03-30,Reims > Nancy > Belfort > Strasbourg > Metz,706.365
1,,,68.5286,47.0,DQWM3dhAkwtgUN6GXAu3rK > 3HydU2tYHsGMiRV6bAU9EM,Reims,2021-03-30,Reims > Dijon,456.524
2,,,77.8498,180.0,KtwecPvkJqfYvVy25fhajB > 3inNyrkZYWRtooetTrVpvN > dPWFQ52YAFoRtX4YhW4Bhq > ERFnAaVuLnXSWiqBab6WDg > 7sBRoFzqiE6PJdMgSQTSa6,Reims,2021-03-30,Reims > Tourcoing,348.1
3,,,67.65379999999999,73.0,EpwZUTm3z8zhCE8uuZgf5G > VaZLAWBCM2EfDo6RkwA4ZC > 8PpTWq43UzjHHboug5ZmMu,Reims,2021-03-30,Reims > Roubaix,340.046
4,,,65.208,57.0,aAz6jtJ56nfP3ZnvjvH7sQ > GL3PUHUh7CRiLVgqtKDB8y,Reims,2021-03-30,Reims > Troyes,214.282
0,,,42.0,25.0,4fGsP3pA3dFfxkoeFpq72r,Clermont-Ferrand,2021-03-30,Clermont-Ferrand > Villeurbanne,278.894
1,,,49.063,98.0,jL6q8UrdrV6FFiEpjrTzZW > PMHEABD5aAuCWfS3P52ZKD > AnZix7mXMWs2PfxqNLXJzK > AQJaiwTpUMddTPMneNTdBC > eYmx9Qew7UYgSQzqMX58oY,Clermont-Ferrand,2021-03-30,Clermont-Ferrand > Clermont-Ferrand > Saint-Étienne,217.724
0,,,50.837,106.0,4a8weJrX7GpWJQ7ZGsHEmv > c2e97TT8k6DL23xfW4oVq9 > DsEWF58bB6JDVbdt7gE2Ed > 7aRtvNscDKduVEngEG3du7 > muF6baSatX3NKthNcxkoC4,Avignon,2021-04-01,Avignon > La Seyne-sur-Mer > Toulon > Hyères > Aix-en-Provence,290.591
1,,,64.75110000000001,74.0,MxP3z5mnUxBnd2Y76XxhtJ > 2tRfUZKkqPem5ThcE8ki3p > b9V7ig7ASDwAtWYyby9niX,Avignon,2021-04-01,Avignon > Cannes > Nice,408.227
2,,,57.206199999999995,190.0,c7UodbH5wBH9iEGLBpQtRQ > fmfEotTdyKBuijuZLQkcEx > MEqAqqMG4soL5ew94ojBDp > gJEKJ5xGyxBAJnTHRaipdC > UN2YP6kS8pXt6oS44SMuyC > HFN3yzHYmfVw7W2wRzXLMR > MaSvigXHMiVsWKA9T8ZFtD,Avignon,2021-04-01,Avignon > Marseille > Béziers > Montpellier > Nîmes,404.596
3,,,45.9148,269.0,J8QViD9bgYU4coxPuGsggv > mrdmkqJrAyELxv9eVFVQvA > 4iktCjNoYSUspbLhSzrBsj > ak2YbXrp8zgf5fuxfD6af5 > HnjvQXPSBYYkWXzyLVBbtP > 4Bk6cTAhnVB9kezQ6GTeib > HbdosgVp4jx6cfgyb2fXaT > nbCQDaLvvviMzzagkjcq5B,Avignon,2021-04-01,Avignon > Chambéry > Annecy > Vénissieux > Valence,536.403
4,,,41.3072,22.0,cpc5Q6eUcAFscZjjAbdzeq,Avignon,2021-04-01,Avignon > Grenoble,307.906
5,,,47.2167,127.0,AMyFVfdVn4qife3ctRBsVV > 4to3qGiGQtwSbNpebk6TXe > FqVj4acvFfzbzi9YHjWezA,Avignon,2021-04-01,Avignon > Avignon,0.0
0,,,72.5331,229.0,6rV9BLcbwKoMvwduhtK7AZ > eZUQVevejKSEsUEwG7otae > Mnsc6Ur4oN89wRBpVBdi7u > WSswNpCHnYfKP8HNocESVe > Cq3tFPF9eUVKsXpP6U2gsS > RmjUQhStDJHoVG2eSGScPV > j7a6ZWGYYtvFchfgmkKW9n > WrSYSbNAWoBijKDrEGakyC,Cergy,2021-04-01,Cergy > Calais > Dunkerque > Amiens,475.21
1,,,80.5354,380.0,eBrLrAvWXDznHjbvwVXt8S > XJzFrnrj8WGBJckFgnuEab > QsxaXyMmS4CzXp9TZLjBEz > K8dmKgktv9Ei8shqVh6HMQ > Pfz4Zg9Gg4c3Xe4HqBphKq > F6xaPeSwErvAayXQ73tbKX > LE6z4Xi7zjvnBgNjPwnuuh > fCSgMJHUFQx6etAjJvK8YT > bAY9Bq8McxCq8DEHykWvF5 > BV9Q3YZERt7rMuSdvHHMjj > ioAbp3e7xSBoLUpueaVkM3 > g8Mx3Q99QkjnkW6dsDqwF3 > Jr5q5LDeDakzs5mkXJ2qnF > n8TgSAsvS8SYAZnKD2LpvK,Cergy,2021-04-01,Cergy > Courbevoic > Ivry-sur-Seine > Maisons-Alfort > Créteil > Saint-Maur-des-Fossés > Montreuil > Pantin,86.207
2,,,79.53359999999999,134.0,Sie6yXMDq7TPzc8oLbep35 > AiPe3gBdhprdYuD2J4s8nM > RB6Vagt4AvihhabFu8kR22 > R4M2EPaGqkYVx974Vo2Z4W > buFWCDDWUx9EpPbqeEnpqz,Cergy,2021-04-01,Cergy > Aubervilliers > Drancy > Aulnay-sous-Bois,68.441
3,,,75.8011,194.0,7DFVnSj36MFEbeiz3MUBzU > HkUuE6R5ErCbmcgTXVNxEd > LhgiQRLXyq3rvAMQzR463a > EXhx6sEjBfevPsTewpcAGo > 2JPCTd2j4Laa47rgmaddEm > edx3nFHCtByrMPiMQtDj47 > JqPCR3X3C8q9862RpiurN6 > ErcS3abYnRxPchLPtQ6w5B > YDQc7a2QANkDjh26rsWTgJ,Cergy,2021-04-01,Cergy > Nanterre > Rueil-Malmaison > Issy-les-Moulineaux > Vitry-sur-Seine > Colombes,76.415
4,,,65.4414,128.0,EWGTr4Grvyfu6WqEWRtP4H > 5ph2yyziXxCYDfoXeoPN4r > koHRmLmzRB42Myfj95eDxZ > jodfPPWQKW6xirGYkhyb6k > YZRZrtoWaR49KMkEHGsR2o,Cergy,2021-04-01,Cergy > Cergy > Argenteuil,33.322
5,,,50.699999999999996,52.0,URszBfRaSdtbq7LAv6desf > HeW4ikr4zpYjfFvTmdPJvo,Cergy,2021-04-01,Cergy > Versailles,52.392
6,,,76.9096,319.0,jBLuGnrUm6QVcwNW4Pm6n8 > dK9MGd3DsPAycFdooSgc9Y > VnbkgVmktxsY9hjj4jCDjg > QMt4yowJEX34kJJeuPTdKV > Qa6TA9EFAyDDW5R5tR9QQ5 > Kh3GP35BoE5WHnKry2vS4g > WDhFzAreAjxrPUExQYjBss > MGvv2hqxKXT7W4r2Wx5mkD > NU9qhUcTRx2JX9bZHQNkp6 > XG968GwbgRt8azMPFkwBnH > cgMGQWoRDgmeiWi2zJqY8F > aRbDYrFMeZ5V87AYigU7e8 > XYsJJXmES7VvzgNJUta2jC,Cergy,2021-04-01,Cergy > Saint-Denis > Le Blanc-Mesnil > Meaux > Noisy-le-Grand > Paris,134.397
7,,,79.0663,127.0,8Fm3fkfs2j3dsfNsV7PnHm > cM9BqEjZeW9qevXQs9isxC > 5Yoh2MG4HVmHcp87V2RDhn > bDFmjcSVw2xFbTWLc4Fawg > MRLWxr2DCnpmHUVJisshhU > AhTCcXCnkt7tVAVVibuF4d,Cergy,2021-04-01,Cergy > Clichy > Levallois-Perret,47.434
8,,,51.2044,46.0,3QSWf5cGNY8v4KLDEdRwhh > SSUhqmt9gWWmb3Yjce2ycR,Cergy,2021-04-01,Cergy > Beauvais,87.79
9,,,58.3682,185.0,EcpUNWVp8fuHkX8bih76hb > jYJEJgp63bPFwZduWkdQAR > 9fGJoeVJCsTnk6YoVLWpKM > CpHHdDP8AHJ5VyzcDhnthN > H2naB3Qupqb5TcmzPmx8aj > CBJ5HgZNccVg4mX6KmgFo7 > 6nQHoJ2xJnwZvSpa6Kh3PW > C8EanTVwZ48oz28YVmpPNh > ghrM3Nu67DPp8tkw9MDQ2F > b7fUDjEBF47XiUMKszpG58,Cergy,2021-04-01,Cergy > Rouen > Le Havre > Boulogne-sur-Mer,521.108
10,,,78.0761,302.0,TZV55FPCpnEWphTPnPnug2 > g8KxoNvkgSowYFfCYD4neY > YrFdyZ7cVpfJfQrbwWmFDk > UyUAUnbc5aj3htip5RwL6L > FKbG466SoxLWsK8rPPd5FQ > CKVYxLvZMiKKvQcmQDAkPz > cvgMt2WU93NqujvaLDCchm > dwQStCnSJg8GNPXiwrpSm9 > a6WM9MetKZSyjNZqARWMMi > PbPv3XXtHBtLBUQd643nRD > HvAZPnesxk6MdtgAnHHTHj > k4CVCPoBz3TygUFeqCqwzq > jEaAkYRWH2CBi2yFQijCoR > a5gVNi8XW4GFkZyK5bgeBY > fdnGwBociQonagmVT2D2jc,Cergy,2021-04-01,Cergy > Orléans > Le Mans > Rennes > Lorient > Brest > Cherbourg > Caen,1168.343
0,,,69.6934,47.0,JzyKW7pxKAKZQTvTxvtsm8 > KoMPrY6SRS6KW9EMZRHbE4,Montauban,2021-04-01,Montauban > Limoges,404.394
1,,,34.3607,274.0,SHj5bTKucAWeyeVxyGCzSg > cYf4JcJ29RmcbYC7QwckyS > PX6kq6aJX4xyDoZhfhvXFJ > Da8nQJAdPHMyKKkXAkyXs5 > LnwYDdcXbDdNeo9en7DwiQ > dNrU5CpoZ8sGTWzLyypfJp > d9HexpBqbt4uEQbTB9qNbB > Lx2dLoRX5owRjuYCDuUdp2 > oQtzzfZ88MdnAL778tCRPJ > QpQc95YWjojyiwbRSrxpf3 > 4Q6TxVfAwZrMqmH9avsBqD,Montauban,2021-04-01,Montauban > Toulouse > Perpignan > Pau > Mérignac > Niort > Poitiers,1177.051
0,,,66.0498,397.0,Xn4F2utCV9XE7oik8ZNc4c > Cyuv7KN7eNfoMphUTmd8J9 > K4V6swRPsmuquivTGmR8JM > JBULUVQizakwyozpkZkSkP > 6iDNzzVE47UJg5w5VT9Aho > Vioytb53GDUJZLrA3s38FP > BHKWYRpibDcBBPKJ5G2Ktx > ZgXjPVr26b9u5gYoLrbFRu > fmvVx3uPJw7SrakGfe6dDT > B7KB9CEot5AStMjsQjivNq > XvcKH6PC3q8ezrrPXyT2ju > BE9poP8sdmkgqgsyTe4KWj > NcruDV2eiNGVYMcWstDZWu > QJVv3HqBqdjMLwRtaYKCEC,Reims,2021-04-01,Reims > Nancy > Belfort > Mulhouse > Colmar > Strasbourg > Tourcoing > Lille,1021.446
1,,,73.0183,233.0,kYwquj67bUuXdac9yCCkEP > gGPPuWwWUiQghC8Us838Nd > jAaovMeFfiLH4APxKwggxU > a4rCocBrmshs58GGV9yxvw > iMR8LiyJb8Lxpopfc9iiZj > HsVsmk5X3YJUvp7RmmaDtQ > crMXrrL2SZZvrnow7zTA6Q > JDzb6kDgCMVvsHedbvs5bA > 2wVmJdreYXeFuecaPW5BcS,Reims,2021-04-01,Reims > Reims > Troyes > Dijon > Besançon,581.784
0,,,14.428600000000001,181.0,4rdqbN8o4Uqnrtbid4SEJk > 5nVP7syp2BgzKNgk9Wn2jD > RAdWb8UgACrsxKP8BdAgfR > gzjhZzbysb8FqVD2Rg4VZ2 > 6uShW9TDPaVrX5q869upFB > dGaNQ35vtBemyuFpqspLT6 > KjhoBNjGJtJPVTLK47nRJh > iKG3km3PjMmjkYXcncsZtr > HpHBmEkHbD4E3nG2CtFbT6,Clermont-Ferrand,2021-04-01,Clermont-Ferrand > Clermont-Ferrand > Saint-Étienne > Lyon > Villeurbanne > Bourges,556.565
0,,,74.6128,95.0,BzHjkqHP2Z5psYtZ4wVa3k > fY9iDqxyPTYZoTo9nfzftK > mzG7h4mPGenu9TTr9Zs8a2 > 8AsL3jjgg7uEjLXUmAnNs8 > A8R7M9vngQGR296w77FAJZ,Avignon,2021-04-02,Avignon > Annecy > Chambéry,484.474
1,,,70.676,171.0,6396wxzVZNLbf95eUaK8uZ > mwTbjw9rpvECDCz3QvjLPD > LZdVtqA6pmC9Dq8ntPSeur > mANF8ffvjNc72NzVMAZuwY > SubSMHJR3MiLcZSEFhY7vo,Avignon,2021-04-02,Avignon > Nîmes > Béziers,289.095
2,,,75.22720000000001,208.0,7Vb4LSqZr4owDMvpQtgDQJ > L6Fz5NqW9buqQQ2tg6sTuk > AhxsbWH2ZTynKaTHwtGQPg > TDNhbPyMZw5nkbex7RjQkd > dMb3rvZFEZECSjtvBtG5cm > bKfEHCUuuUVJ7odU4gbDmB > VmNWXQekCZv2iJoxDToBci,Avignon,2021-04-02,Avignon > Marseille > La Seyne-sur-Mer > Toulon,266.225
3,,,76.619,135.0,R4KyJJq8xZZnmmuo7BWRrA > TEzo9DoYZ8BK7a7nDmE9BQ > 5HamMkzKsvaYg49YBe8gZd > nWdo67toVRaYtdeWXZsfKP,Avignon,2021-04-02,Avignon > Valence > Vénissieux,388.998
4,,,61.7242,149.0,3NFbu8DFB93djdpzdTjpPh > irZeoP7c4jJYvgt497HGAK > fkW7ntdkR2PguDrGJqcUw5 > mkKygKHJuiUjoSQ4rJVjNC > Y6E6Yq7y968st8AfJX9jKW,Avignon,2021-04-02,Avignon > Montélimar,135.536
5,,,49.4878,357.0,33ygbVwvm4hWcjCyUGW9qj > MaEzARXn5DSZAKDZkp5Zod > f87h44BXLmL4Ds46z6C96j > VFBSPhxJuLrqjADmhYMBa7 > nxweriGuRF49gMu8ro2rGf > 2WgmkNRSDb6xg8DCPHdSz7 > cB444CTv22aEH62fv8wxPx > 8HWFKvf8zhbk4JZonFrdx3 > 4zfwQa8JnFsLsPakr9Pybe > WGA4QQRX9NQzHVXijeke7W > HxNs2EfEHDoJ7YLpu2Bx8B,Avignon,2021-04-02,Avignon > Avignon > Aix-en-Provence > Cannes > Nice > Grenoble,580.571
0,,,75.98530000000001,240.0,a32wYm6vbTKd6sNpgwQz6K > VcLZYm24RXYdKFVhi5ovyU > SeSPor5MdpPerQCiUqFRts > LSDqwLX3sFNk3EYMjnovk5 > 5NjjGu7gdmfMKbaoKWuTdN > C4769XinSB5fDzG93Y3wGs > 9TfUtf47UYwd9NUKY8Y5CM > 2FeJdDRdQtteZCxPmkfRYC > NTwvgLuzxi7oQ9vm5xQppR,Cergy,2021-04-02,Cergy > Versailles > Courcouronnes > Orléans > Angers,595.4
1,,,71.072,162.0,ZSQxvdmjPq5nPGgNnqh33f > 65cZrfBdncvc5Nb7xjbWQF > 4wKKs8oRhxN82qcdZkufaP > nJn2u84fQYqpQm8gfk9mLn > YidBkEzpwjJdVofoC7ioX7 > PQ4m5PQrSkwfKz9ar22Lry,Cergy,2021-04-02,Cergy > Meaux > Aulnay-sous-Bois > Drancy,123.643
2,,,72.65050000000001,144.0,XYmowHLHd9tPeQHrVnJnkk > cTBxWQVtFE2bAnFYBRfhqf > 3VFshPGHTDhz9iTSRJw46q > bCi8gFCNnKFVjvwPTc4Zta > V88JSiULUcHbhoPL2NrTra,Cergy,2021-04-02,Cergy > Brest > Lorient,1021.112
3,,,67.4207,53.0,Re2d7FphgQPLRGtUuAboeT > Dug6mA8tNceW32ycAYYXcX,Cergy,2021-04-02,Cergy > Pantin,58.362
4,,,75.98780000000001,86.0,HsdBoxq6nnWRerwrB2gcxb > 3vWvgjS3yLpwJcJCkvkRqz > eX2myeuTYmfYCBCXENZwCz,Cergy,2021-04-02,Cergy > Aubervilliers,54.13
5,,,75.83,152.0,EAbAysWLx4PHY95D6n9c4b > DY6Qt8wpV4guycKVB4cDKs > AzmXbiKenrsMf4GBvag2HJ > UA4kh3LtMsXqVRrErE6W6E > Et6By62epbUwp4TNavjyxt,Cergy,2021-04-02,Cergy > Le Mans,357.396
6,,,61.895999999999994,65.0,4TGh8ufMXQgSYVUdBRyicZ > dAKBUB83eVNiMMDqTezPhW > iGsPWSX4cQJ2TVPdwCvY55,Cergy,2021-04-02,Cergy > Caen,355.648
7,,,78.57220000000001,374.0,KDRfAhuuJsKydpmXS8Vxg5 > DTbQ5wwxxFuR7jCJsFnpad > DkUqknvgwT4YJDda3JxsBS > U3JinaAmhjosCkXDbDCBat > eSBSEFgkKGTmwdqpDaa9sa > LoLaRKiY8uB5AAZQWgrcme > AFsBmgjesGheHQyGoWEYCJ > 5rsqe2gEQpNGqLsjAZphmd > JfAHihmg6q8MBDWj4gp6hv > YKDyexguLhUWd9Vm6cSmnc > Dodn8jcEGMEos3sJZGQA67 > KSRVrfkYcWSuEjLwkt4yDW,Cergy,2021-04-02,Cergy > Nanterre > Boulogne-Billancourt > Antony > Issy-les-Moulineaux > Levallois-Perret,74.55
8,,,59.5966,44.0,LcYinX6QuVY4LuvAsCBW67 > PJdh5wMAewepzWWJGrTsb7,Cergy,2021-04-02,Cergy > Argenteuil,33.322
9,,,46.3718,54.0,LKghp2RNXjdSaYZedZYBdP > gA9ZzAMCkarNv4binFaPuS,Cergy,2021-04-02,Cergy > Rouen,167.93
10,,,78.5196,399.0,7TziUavrAgkU7JsxHQQG74 > RZ2F9szaxi3QowB4GXvLxg > BqsFFjHvYKL8unHb4KeDUU > XpfL4VHn75MKbKm8hjbDYa > 4yu2N7VVvM4YuJoPzdkaBw > Jak2YeFZsy7WtAmr22dSE9 > ho96Yz5sFfz7yByQjxCbKv > 6N26HCixuyJbWUfSbMZDwL > TwQXxH4mZtgJ7zXFrHE4Gk > AAjco6BZKnexc5M4mGxppd > A8Smk5w3BKAeYKeCTpJfBs > DREguZGk7vbmLNMVuKgFiL > gXv5WCKNvUzMPJu7bCwq8g > R4RgWqxWS7vrDmUSTuXtig,Cergy,2021-04-02,Cergy > Saint-Denis > Noisy-le-Grand > Champigny-sur-Marne > Maisons-Alfort > Ivry-sur-Seine > Neuilly-sur-Seine > Courbevoic,90.419
11,,,76.44080000000001,66.0,S2hUSXrHf43uxvnkNhK9JU > TomRrXBHhf7aVK45RYRAdG,Cergy,2021-04-02,Cergy > Sarcelles,47.204
12,,,77.10900000000001,60.0,RBVnYBTurtRHC8LweKfMSV > CaXJjgGgi4kE8mKqbzVhEP,Cergy,2021-04-02,Cergy > Carrières-sur-Seine,43.162
13,,,57.3459,265.0,AtgpKXRK7Hun5QxmGBfbyE > J875KrkURygpuEQD8tA6Qm > DYcPWzXbsMwT5zeQHwYTKQ > ELsX7UpCR4Ux4iHcJSCGVK > ThFDdG7EfuK3HhpV53of5g > 2Aa4RxgTNnoco4mEkNHrae > 9783uaBMQvHDVsyghx7fwz > ecv8YCwsXrJHYGynYCzCm9 > 6AS6rLha6YwnojdKa4ms6n > XR7xvcRSXdfSEeQ8u8dz4R > RSycyPGvQ6saWHFFmDqGFC,Cergy,2021-04-02,Cergy > Beauvais > Dunkerque > Calais > Boulogne-sur-Mer > Cherbourg > Rennes,1013.421
